deal_id,announcement_date,resolution_date,target_name,acquirer_name,deal_value_musd,industry,sector,target_country,acquirer_country,deal_status,payment_method,target_public,acquirer_public,regulatory_review,rumor_or_leak,source_notes,market_volatility_proxy,interest_rate_proxy,deal_completed
DEAL000511,1998-12-17,1999-07-26,Target_000511,Acquirer_004486,71.6,Materials,Chemicals,Germany,Canada,completed,unknown,private,public,standard,unknown,synthetic,18.64,5.1614770581879545,1
DEAL000512,2021-05-10,2021-11-12,Target_000512,Acquirer_003631,1680.4,Consumer,Food & Beverage,US,US,completed,mixed,public,public,none,yes,synthetic,16.99,3.219424937502241,1
DEAL000513,2007-01-16,2007-10-06,Target_000513,Acquirer_004434,,Consumer,Food & Beverage,Germany,India,completed,stock,public,public,none,no,synthetic,21.27,3.9498994318858855,1
DEAL000514,2013-08-21,2014-04-07,Target_000514,Acquirer_000318,204.7,Industrials,Transportation,China,Canada,completed,cash,public,public,none,no,synthetic,19.11,3.6299068760376576,1
DEAL000515,2024-10-27,2024-12-05,Target_000515,Acquirer_002113,85.7,Consumer,Retail,US,Japan,completed,unknown,private,private,none,unknown,synthetic,16.57,9.0,1
DEAL000516,2003-05-11,2004-01-06,Target_000516,Acquirer_002339,444.9,Healthcare,Health Services,India,UK,completed,stock,public,private,standard,no,synthetic,14.07,4.6559282519557685,1
DEAL000517,2016-02-22,2016-10-17,Target_000517,Acquirer_001870,901.6,Consumer,Media,Canada,France,completed,cash,public,public,none,no,synthetic,13.41,3.0795626830658245,1
DEAL000518,2002-12-11,2003-05-23,Target_000518,Acquirer_002762,280.7,Industrials,Transportation,US,India,completed,stock,public,public,none,no,synthetic,13.19,5.371018741426341,1
DEAL000519,2003-08-14,2003-10-29,Target_000519,Acquirer_002699,416.3,Healthcare,Pharmaceuticals,US,US,cancelled,unknown,private,public,standard,no,synthetic,19.4,5.27122444235772,0
DEAL000520,2006-08-11,2007-05-05,Target_000520,Acquirer_001671,91.8,Healthcare,Health Services,France,US,completed,cash,private,public,standard,no,synthetic,19.07,4.973999229106731,1
DEAL000521,2015-01-23,2015-11-12,Target_000521,Acquirer_002707,2198.6,Materials,Chemicals,Japan,US,completed,stock,public,private,standard,no,synthetic,16.77,2.9467477753444538,1
DEAL000522,2011-05-13,2012-01-31,Target_000522,Acquirer_001757,579.4,Technology,Semiconductors,UK,Australia,completed,unknown,public,public,standard,no,synthetic,21.39,4.042135925165965,1
DEAL000523,2003-02-28,2003-09-15,Target_000523,Acquirer_003420,111.4,Technology,Hardware,US,US,completed,cash,public,private,standard,no,synthetic,19.55,4.921951976655931,1
DEAL000524,2020-11-10,2021-05-24,Target_000524,Acquirer_002702,887.1,Materials,Metals & Mining,China,China,completed,cash,private,public,standard,unknown,synthetic,21.83,2.413735464037715,1
DEAL000525,1998-09-24,1999-03-31,Target_000525,Acquirer_001770,100.8,Healthcare,Health Services,US,Australia,completed,stock,public,public,standard,no,synthetic,19.92,5.633364254546158,1
DEAL000526,2013-07-17,2013-11-02,Target_000526,Acquirer_002770,17.6,Healthcare,Health Services,Germany,US,failed,stock,private,public,standard,no,synthetic,20.4,3.772581372254043,0
DEAL000527,2012-09-25,2013-04-01,Target_000527,Acquirer_000450,64.4,Healthcare,Pharmaceuticals,India,UK,withdrawn,stock,public,public,standard,no,synthetic,10.5,3.308245573676688,0
DEAL000528,1996-02-01,1996-08-07,Target_000528,Acquirer_001074,313.0,Healthcare,Pharmaceuticals,Germany,Canada,cancelled,mixed,public,private,standard,no,synthetic,17.67,5.722194598772092,0
DEAL000529,2021-04-07,2021-08-22,Target_000529,Acquirer_000086,32.3,Technology,IT Services,US,US,terminated,cash,public,public,none,yes,synthetic,18.88,2.0042507208978457,0
DEAL000530,2011-06-13,2011-08-30,Target_000530,Acquirer_001647,109.4,Materials,Chemicals,US,US,completed,mixed,public,public,standard,no,synthetic,16.78,4.311400528615405,1
DEAL000531,2016-03-20,2016-11-18,Target_000531,Acquirer_002920,119.7,Healthcare,Health Services,UK,Canada,cancelled,cash,private,public,standard,no,synthetic,21.7,3.119682955632423,0
DEAL000532,2000-08-12,2000-12-19,Target_000532,Acquirer_002054,286.0,Financials,Fintech,India,China,failed,mixed,private,private,standard,no,synthetic,24.66,5.046288159665857,0
DEAL000533,1998-04-21,1998-06-29,Target_000533,Acquirer_000023,115.0,Healthcare,Biotech,US,US,withdrawn,stock,public,public,none,unknown,synthetic,11.84,5.649261309320617,0
DEAL000534,2017-02-19,2017-07-20,Target_000534,Acquirer_002986,292.8,Financials,Banks,China,Germany,withdrawn,cash,private,public,standard,no,synthetic,16.65,2.495524255896204,0
DEAL000535,2008-05-05,2008-08-30,Target_000535,Acquirer_000709,25.4,Healthcare,Biotech,US,China,cancelled,cash,private,public,standard,no,synthetic,28.99,3.996463447485092,0
DEAL000536,2016-09-15,2017-04-21,Target_000536,Acquirer_004194,155.6,Technology,Software,Japan,Japan,completed,unknown,private,public,none,no,synthetic,16.86,2.7800616848042994,1
DEAL000537,2015-03-04,2015-09-15,Target_000537,Acquirer_000469,,Materials,Construction Materials,France,US,completed,mixed,public,public,none,yes,synthetic,14.59,3.873905625918432,1
DEAL000538,2007-08-11,2008-02-24,Target_000538,Acquirer_002727,54.6,Technology,Hardware,Japan,UK,completed,mixed,private,public,none,no,synthetic,24.1,5.127128739726788,1
DEAL000539,2001-03-02,2001-07-11,Target_000539,Acquirer_000976,218.7,Industrials,Aerospace & Defense,US,France,cancelled,unknown,private,public,extended,no,synthetic,26.38,5.571040472141847,0
DEAL000540,2019-03-30,2020-01-22,Target_000540,Acquirer_002147,6.2,Financials,Insurance,US,Japan,cancelled,stock,public,private,standard,no,synthetic,16.48,3.246257231998749,0
DEAL000541,2010-04-26,2010-11-28,Target_000541,Acquirer_004544,225.9,Industrials,Transportation,UK,India,terminated,mixed,private,public,standard,no,synthetic,16.23,4.160571404480291,0
DEAL000542,2006-10-31,2007-04-03,Target_000542,Acquirer_000628,,Healthcare,Pharmaceuticals,US,Australia,withdrawn,unknown,public,public,standard,no,synthetic,17.21,5.04067194929162,0
DEAL000543,2016-02-01,2016-08-22,Target_000543,Acquirer_000629,562.5,Industrials,Aerospace & Defense,US,Japan,completed,mixed,private,public,standard,no,synthetic,14.69,3.718420246994531,1
DEAL000544,1996-05-06,1996-09-18,Target_000544,Acquirer_002260,101.3,Materials,Metals & Mining,US,UK,completed,unknown,public,public,none,no,synthetic,19.49,5.8952691227457015,1
DEAL000545,2006-07-01,2006-10-01,Target_000545,Acquirer_004732,264.2,Industrials,Machinery,US,Australia,completed,unknown,public,private,none,no,synthetic,17.41,4.060911312850304,1
DEAL000546,2021-09-02,2022-05-27,Target_000546,Acquirer_002096,19.0,Healthcare,Health Services,India,UK,completed,stock,public,public,standard,no,synthetic,19.67,3.05739349493624,1
DEAL000547,1998-05-18,1998-10-17,Target_000547,Acquirer_001412,25.3,Technology,Semiconductors,Japan,US,cancelled,cash,public,public,standard,no,synthetic,17.96,5.867007271401159,0
DEAL000548,2011-01-27,2011-08-31,Target_000548,Acquirer_004356,21.9,Materials,Chemicals,France,US,completed,unknown,public,public,standard,no,synthetic,16.06,4.6868860543036215,1
DEAL000549,2011-12-26,2012-06-21,Target_000549,Acquirer_004823,181.8,Materials,Construction Materials,US,Australia,cancelled,stock,public,public,standard,yes,synthetic,18.02,3.708723129489262,0
DEAL000550,2002-06-27,2003-04-14,Target_000550,Acquirer_001869,84.3,Technology,IT Services,UK,India,completed,cash,private,private,standard,no,synthetic,18.81,5.390368919194444,1
DEAL000551,2009-04-03,2009-11-06,Target_000551,Acquirer_004904,296.2,Energy,Utilities,US,US,completed,cash,public,public,none,no,synthetic,22.35,4.369313842716635,1
DEAL000552,2017-11-22,2018-05-21,Target_000552,Acquirer_000314,2297.5,Industrials,Transportation,France,US,withdrawn,mixed,public,public,standard,no,synthetic,19.54,3.647980610067685,0
DEAL000553,1996-08-20,1997-03-30,Target_000553,Acquirer_001044,783.8,Materials,Metals & Mining,France,Germany,withdrawn,unknown,public,private,standard,yes,synthetic,18.32,6.302594685968655,0
DEAL000554,1996-10-23,1997-04-23,Target_000554,Acquirer_000365,388.2,Materials,Metals & Mining,US,Japan,completed,cash,public,public,standard,yes,synthetic,21.16,6.608623763800881,1
DEAL000555,2010-08-19,2011-02-21,Target_000555,Acquirer_004698,,Financials,Banks,US,Canada,completed,stock,private,private,standard,no,synthetic,20.25,3.627191380151551,1
DEAL000556,2021-12-21,2022-07-18,Target_000556,Acquirer_003737,,Healthcare,Medical Devices,UK,Australia,completed,unknown,public,public,standard,no,synthetic,17.88,3.164395789354369,1
DEAL000557,1997-12-17,1998-07-27,Target_000557,Acquirer_004745,1043.4,Financials,Asset Management,US,India,completed,stock,public,public,standard,no,synthetic,16.67,5.863568866189261,1
DEAL000558,2023-03-31,2023-09-25,Target_000558,Acquirer_000597,205.7,Healthcare,Medical Devices,Canada,Japan,failed,stock,private,public,standard,no,synthetic,19.84,7.283701366150332,0
DEAL000559,2017-07-26,2017-11-09,Target_000559,Acquirer_002720,323.4,Financials,Fintech,Canada,US,cancelled,unknown,private,private,standard,no,synthetic,21.3,3.61403580570643,0
DEAL000560,2000-12-25,2001-07-30,Target_000560,Acquirer_000547,45.9,Healthcare,Biotech,China,UK,completed,cash,private,public,standard,no,synthetic,27.22,4.965153137372891,1
DEAL000561,2001-06-08,2002-04-13,Target_000561,Acquirer_004413,398.8,Technology,Software,US,UK,completed,mixed,public,public,standard,no,synthetic,21.64,5.364148245738977,1
DEAL000562,2008-06-07,2008-11-22,Target_000562,Acquirer_000598,5884.4,Financials,Insurance,Germany,Australia,completed,mixed,public,public,standard,no,synthetic,27.81,4.309474617811502,1
DEAL000563,2001-07-29,2002-03-26,Target_000563,Acquirer_002483,165.1,Consumer,Food & Beverage,UK,France,completed,stock,public,public,standard,no,synthetic,22.93,6.053221878125385,1
DEAL000564,1999-04-24,1999-08-21,Target_000564,Acquirer_000304,514.1,Energy,Renewables,Canada,Canada,completed,stock,public,public,none,no,synthetic,18.48,5.757234683432349,1
DEAL000565,2024-04-26,2024-10-17,Target_000565,Acquirer_004400,,Consumer,Food & Beverage,US,Australia,completed,stock,private,public,standard,no,synthetic,15.49,9.0,1
DEAL000566,1997-08-31,1998-02-13,Target_000566,Acquirer_003279,33.8,Technology,Software,US,Germany,failed,unknown,public,public,standard,no,synthetic,14.61,5.600941539524203,0
DEAL000567,2014-11-13,2015-05-05,Target_000567,Acquirer_004687,116.8,Consumer,Food & Beverage,Canada,UK,completed,cash,private,public,standard,no,synthetic,21.68,3.720966184623502,1
DEAL000568,2013-03-15,2013-11-12,Target_000568,Acquirer_000989,81.1,Technology,Hardware,US,Germany,completed,cash,private,private,standard,no,synthetic,16.15,3.867483786454063,1
DEAL000569,2012-10-04,2013-03-27,Target_000569,Acquirer_002612,233.6,Energy,Oil & Gas,UK,China,withdrawn,cash,public,private,standard,no,synthetic,19.15,5.021430886269335,0
DEAL000570,2020-02-06,2020-10-31,Target_000570,Acquirer_003868,405.4,Healthcare,Medical Devices,Japan,UK,completed,mixed,private,public,none,no,synthetic,29.89,2.619711507697508,1
DEAL000571,2014-03-24,2014-09-29,Target_000571,Acquirer_002783,550.0,Energy,Oil & Gas,US,US,withdrawn,cash,public,public,standard,no,synthetic,16.5,3.8865631530686415,0
DEAL000572,2004-03-12,2004-08-11,Target_000572,Acquirer_001970,31.8,Energy,Utilities,Germany,Germany,completed,stock,private,public,none,no,synthetic,11.97,5.76616254551311,1
DEAL000573,1997-07-12,1998-05-01,Target_000573,Acquirer_003744,94.8,Consumer,Retail,Japan,India,completed,cash,private,public,standard,no,synthetic,15.03,6.768227770135676,1
DEAL000574,2000-03-06,2000-08-10,Target_000574,Acquirer_001570,191.7,Healthcare,Pharmaceuticals,US,US,completed,unknown,public,public,standard,no,synthetic,16.27,5.858032341047191,1
DEAL000575,2012-07-26,2012-12-13,Target_000575,Acquirer_003388,134.2,Industrials,Aerospace & Defense,Japan,UK,cancelled,mixed,public,private,standard,no,synthetic,22.5,4.753439297639868,0
DEAL000576,2001-09-16,2001-12-18,Target_000576,Acquirer_004012,94.3,Consumer,Food & Beverage,France,India,failed,unknown,private,public,standard,yes,synthetic,29.13,5.282723181909219,0
DEAL000577,2012-12-15,2013-06-05,Target_000577,Acquirer_002430,1968.5,Financials,Insurance,US,France,completed,stock,public,public,standard,no,synthetic,21.32,3.775996657076036,1
DEAL000578,1997-10-10,1998-03-05,Target_000578,Acquirer_001494,80.8,Financials,Fintech,Germany,US,completed,unknown,private,public,standard,no,synthetic,19.58,5.941824949509162,1
DEAL000579,2013-12-28,2014-05-11,Target_000579,Acquirer_003429,723.6,Technology,Hardware,France,UK,failed,cash,private,private,standard,no,synthetic,17.55,4.199363910979315,0
DEAL000580,2002-10-27,2003-02-07,Target_000580,Acquirer_003185,237.4,Energy,Oil & Gas,Germany,India,withdrawn,unknown,public,public,standard,no,synthetic,20.01,5.343759115019446,0
DEAL000581,2014-05-28,2014-11-29,Target_000581,Acquirer_003224,1988.1,Industrials,Aerospace & Defense,US,US,completed,cash,private,private,none,yes,synthetic,23.02,4.086262755792017,1
DEAL000582,2005-03-28,2005-08-06,Target_000582,Acquirer_004618,675.3,Healthcare,Biotech,US,UK,completed,cash,private,public,none,no,synthetic,17.37,5.115980756415999,1
DEAL000583,2006-09-05,2007-04-27,Target_000583,Acquirer_003361,406.6,Technology,Semiconductors,China,US,completed,mixed,private,public,standard,no,synthetic,23.61,4.185043674753762,1
DEAL000584,2000-10-30,2001-02-25,Target_000584,Acquirer_001633,251.4,Technology,Software,Japan,Germany,withdrawn,cash,public,private,standard,no,synthetic,29.08,5.663294190914345,0
DEAL000585,2005-11-24,2006-04-18,Target_000585,Acquirer_000194,233.4,Energy,Oil & Gas,Canada,Germany,withdrawn,cash,public,public,standard,yes,synthetic,14.35,4.815070648380106,0
DEAL000586,2009-05-12,2010-02-16,Target_000586,Acquirer_003753,11.3,Consumer,Food & Beverage,Canada,US,withdrawn,stock,private,private,standard,no,synthetic,24.72,4.930428561862279,0
DEAL000587,2017-11-14,2018-08-18,Target_000587,Acquirer_003197,341.8,Energy,Utilities,UK,Japan,completed,cash,private,public,standard,no,synthetic,18.76,3.612331919242396,1
DEAL000588,2011-01-25,2011-10-27,Target_000588,Acquirer_004145,107.2,Consumer,Food & Beverage,UK,US,completed,cash,public,public,standard,no,synthetic,20.46,4.5931110201216,1
DEAL000589,2020-04-20,2020-12-28,Target_000589,Acquirer_004922,1006.6,Financials,Asset Management,Canada,India,completed,stock,public,public,standard,no,synthetic,27.79,2.493249563307746,1
DEAL000590,2004-10-02,2005-06-10,Target_000590,Acquirer_000785,13.5,Materials,Chemicals,US,UK,completed,unknown,public,public,none,no,synthetic,18.75,4.564411481447818,1
DEAL000591,2001-02-07,2001-09-10,Target_000591,Acquirer_002963,637.5,Financials,Asset Management,China,UK,completed,stock,public,public,standard,no,synthetic,24.99,5.358962896395634,1
DEAL000592,2018-10-12,2019-05-11,Target_000592,Acquirer_004402,96.2,Technology,Software,Japan,India,completed,mixed,private,public,standard,no,synthetic,16.07,4.01517079874775,1
DEAL000593,1997-09-02,1997-12-17,Target_000593,Acquirer_003689,181.4,Financials,Banks,UK,Japan,withdrawn,mixed,private,public,standard,no,synthetic,20.04,5.429372487822078,0
DEAL000594,2012-06-09,2012-10-25,Target_000594,Acquirer_003472,72.0,Industrials,Aerospace & Defense,China,Germany,completed,cash,public,public,standard,no,synthetic,16.15,4.272122780837026,1
DEAL000595,2003-12-11,2004-05-10,Target_000595,Acquirer_002987,,Financials,Banks,US,China,completed,stock,public,private,standard,no,synthetic,15.03,4.611648607543554,1
DEAL000596,1996-09-15,1997-06-09,Target_000596,Acquirer_002031,127.5,Technology,IT Services,Canada,Australia,completed,cash,private,public,standard,no,synthetic,17.4,6.207161675271253,1
DEAL000597,2013-06-29,2014-04-24,Target_000597,Acquirer_004686,2125.7,Healthcare,Biotech,Canada,US,completed,stock,public,public,standard,yes,synthetic,14.62,3.878491816800249,1
DEAL000598,2016-05-30,2017-03-14,Target_000598,Acquirer_000598,313.8,Consumer,Retail,US,Germany,completed,cash,public,public,standard,no,synthetic,17.6,3.220751676937782,1
DEAL000599,2022-06-11,2022-11-20,Target_000599,Acquirer_001173,28.6,Financials,Banks,Japan,China,completed,cash,public,public,standard,no,synthetic,17.46,5.349131249355062,1
DEAL000600,2009-10-08,2010-05-22,Target_000600,Acquirer_001722,253.8,Financials,Asset Management,China,US,terminated,unknown,public,public,standard,no,synthetic,18.37,5.225800246138302,0
DEAL000601,2023-04-15,2023-11-28,Target_000601,Acquirer_004668,37.4,Healthcare,Health Services,US,US,completed,cash,public,public,standard,no,synthetic,15.83,7.806172085873694,1
DEAL000602,2002-09-05,2003-03-19,Target_000602,Acquirer_004848,22.4,Financials,Banks,Germany,US,completed,stock,public,public,standard,no,synthetic,15.35,4.49045165799184,1
DEAL000603,2014-10-19,2015-04-19,Target_000603,Acquirer_001596,240.5,Financials,Banks,US,Canada,cancelled,mixed,public,private,standard,no,synthetic,16.29,4.222669683584391,0
DEAL000604,2018-08-03,2018-10-02,Target_000604,Acquirer_004132,163.3,Energy,Utilities,Germany,India,terminated,stock,private,public,standard,no,synthetic,18.54,3.114116562036089,0
DEAL000605,1999-07-06,2000-02-03,Target_000605,Acquirer_003211,28.7,Consumer,Food & Beverage,Canada,Japan,completed,mixed,public,public,standard,yes,synthetic,22.14,6.094530077904055,1
DEAL000606,2016-01-25,2016-10-07,Target_000606,Acquirer_001496,166.3,Energy,Utilities,China,US,completed,unknown,private,public,standard,no,synthetic,19.22,3.1910534563034822,1
DEAL000607,2019-12-12,2020-09-01,Target_000607,Acquirer_004134,193.9,Consumer,Retail,Germany,US,completed,cash,public,public,standard,no,synthetic,27.1,3.314586566075596,1
DEAL000608,2021-05-23,2021-08-24,Target_000608,Acquirer_000696,18.0,Financials,Insurance,US,US,failed,cash,public,public,none,yes,synthetic,17.81,2.1481579085344267,0
DEAL000609,2003-12-29,2004-08-22,Target_000609,Acquirer_004974,175.9,Consumer,Food & Beverage,India,US,completed,unknown,private,private,none,no,synthetic,16.81,5.86352575949827,1
DEAL000610,2016-09-15,2017-03-11,Target_000610,Acquirer_001608,2190.7,Industrials,Aerospace & Defense,UK,US,withdrawn,stock,private,public,extended,yes,synthetic,20.23,3.1916393753347063,0
DEAL000611,2021-08-11,2022-03-20,Target_000611,Acquirer_004099,327.9,Technology,Software,US,France,completed,stock,public,public,standard,no,synthetic,15.74,3.379271611549319,1
DEAL000612,2001-10-16,2002-08-17,Target_000612,Acquirer_002600,93.0,Energy,Oil & Gas,India,India,completed,stock,private,public,standard,no,synthetic,27.65,5.869991341151028,1
DEAL000613,2017-05-25,2018-01-23,Target_000613,Acquirer_004228,516.8,Energy,Utilities,Canada,UK,completed,cash,public,public,none,no,synthetic,19.95,2.651107469364394,1
DEAL000614,2016-02-21,2016-09-23,Target_000614,Acquirer_003247,496.1,Healthcare,Biotech,France,US,completed,cash,private,public,standard,no,synthetic,15.08,3.676136064547672,1
DEAL000615,2013-07-21,2014-05-03,Target_000615,Acquirer_003379,26.4,Energy,Oil & Gas,India,US,completed,cash,private,public,standard,no,synthetic,21.37,3.320396669590943,1
DEAL000616,2017-03-04,2017-06-15,Target_000616,Acquirer_000537,3065.5,Energy,Oil & Gas,Australia,US,withdrawn,cash,public,public,extended,no,synthetic,14.62,3.615047612719569,0
DEAL000617,2006-11-16,2007-06-30,Target_000617,Acquirer_004513,382.2,Industrials,Machinery,US,UK,completed,unknown,public,public,standard,no,synthetic,19.75,4.248151441703867,1
DEAL000618,1999-09-14,2000-01-25,Target_000618,Acquirer_003771,2613.9,Materials,Metals & Mining,China,UK,withdrawn,stock,public,public,standard,no,synthetic,13.65,5.692855166662833,0
DEAL000619,2011-10-16,2012-03-17,Target_000619,Acquirer_000145,3.8,Materials,Construction Materials,Canada,US,terminated,mixed,private,public,none,no,synthetic,21.6,4.090486146302901,0
DEAL000620,2023-12-24,2024-07-09,Target_000620,Acquirer_004888,85.4,Materials,Chemicals,Japan,US,completed,cash,public,public,standard,yes,synthetic,21.71,7.410165231534465,1
DEAL000621,2014-08-04,2015-06-01,Target_000621,Acquirer_000579,292.3,Consumer,Telecom,France,Japan,completed,cash,public,public,standard,no,synthetic,18.99,3.935405839245937,1
DEAL000622,2009-11-04,2010-08-03,Target_000622,Acquirer_004143,3118.3,Energy,Utilities,UK,US,completed,cash,public,public,standard,no,synthetic,18.61,4.104982048928908,1
DEAL000623,2007-09-17,2008-04-08,Target_000623,Acquirer_004250,73.5,Materials,Metals & Mining,US,US,completed,cash,private,public,none,no,synthetic,28.62,4.275821072304042,1
DEAL000624,2016-06-05,2016-11-23,Target_000624,Acquirer_000232,1071.0,Industrials,Aerospace & Defense,US,US,completed,cash,private,private,standard,no,synthetic,20.06,2.3394542080474414,1
DEAL000625,2023-11-06,2024-02-28,Target_000625,Acquirer_004330,101.3,Financials,Banks,US,US,completed,mixed,public,public,standard,no,synthetic,17.01,7.627660086476744,1
DEAL000626,1999-02-02,1999-07-15,Target_000626,Acquirer_002326,291.6,Healthcare,Health Services,Germany,Japan,withdrawn,mixed,private,public,standard,no,synthetic,17.1,5.5909932111201215,0
DEAL000627,2023-07-15,2024-01-11,Target_000627,Acquirer_001412,28.5,Consumer,Retail,US,US,completed,cash,private,public,none,no,synthetic,20.33,7.1407748894759,1
DEAL000628,2024-05-14,2024-09-10,Target_000628,Acquirer_004141,402.1,Financials,Banks,France,US,failed,cash,public,public,standard,no,synthetic,17.92,9.0,0
DEAL000629,2024-05-04,2024-08-16,Target_000629,Acquirer_002534,124.1,Industrials,Transportation,US,Canada,cancelled,cash,private,public,none,no,synthetic,18.92,9.0,0
DEAL000630,1996-11-19,1997-06-22,Target_000630,Acquirer_004082,43.6,Consumer,Retail,US,UK,completed,mixed,private,private,standard,yes,synthetic,21.2,5.706390212311265,1
DEAL000631,2000-03-27,2001-01-10,Target_000631,Acquirer_002094,59.4,Financials,Banks,US,UK,completed,stock,private,public,standard,no,synthetic,19.55,6.423119889349888,1
DEAL000632,2003-04-18,2003-07-28,Target_000632,Acquirer_003347,18.1,Energy,Oil & Gas,US,US,completed,stock,private,private,standard,no,synthetic,17.29,4.982568832897842,1
DEAL000633,2017-12-09,2018-09-15,Target_000633,Acquirer_003229,13.5,Energy,Utilities,US,Australia,completed,cash,public,public,none,no,synthetic,15.36,3.3727034720151674,1
DEAL000634,1997-11-26,1998-07-18,Target_000634,Acquirer_001016,53.9,Technology,Semiconductors,US,UK,cancelled,stock,private,public,standard,no,synthetic,21.01,5.305184194848194,0
DEAL000635,2022-03-12,2022-05-20,Target_000635,Acquirer_000887,302.7,Healthcare,Medical Devices,Japan,Germany,withdrawn,stock,private,public,none,no,synthetic,16.96,5.292989962187367,0
DEAL000636,2013-08-04,2014-08-30,Target_000636,Acquirer_000687,172.9,Consumer,Food & Beverage,China,US,completed,cash,public,public,standard,no,synthetic,16.78,3.6969867202213096,1
DEAL000637,2024-11-10,2025-01-28,Target_000637,Acquirer_001129,569.5,Healthcare,Health Services,France,France,withdrawn,stock,public,public,none,yes,synthetic,16.2,9.0,0
DEAL000638,2023-06-20,2023-10-05,Target_000638,Acquirer_001260,40.4,Materials,Chemicals,France,India,withdrawn,stock,public,private,standard,no,synthetic,20.76,7.417851098988677,0
DEAL000639,2018-04-07,2018-10-31,Target_000639,Acquirer_003182,1841.4,Materials,Metals & Mining,US,China,completed,stock,public,public,none,unknown,synthetic,18.53,2.4668858178242474,1
DEAL000640,1999-11-18,2000-03-08,Target_000640,Acquirer_004664,55.7,Healthcare,Pharmaceuticals,Japan,Germany,withdrawn,mixed,public,public,standard,yes,synthetic,19.61,5.558187845625043,0
DEAL000641,2011-06-02,2012-03-11,Target_000641,Acquirer_003195,,Consumer,Retail,US,US,completed,unknown,public,private,standard,no,synthetic,13.33,3.4838368366708075,1
DEAL000642,2004-01-16,2004-06-14,Target_000642,Acquirer_001375,13.6,Energy,Renewables,Germany,US,cancelled,stock,private,public,standard,yes,synthetic,13.25,4.990004568938393,0
DEAL000643,2000-12-11,2001-04-22,Target_000643,Acquirer_000700,109.3,Energy,Renewables,China,US,cancelled,unknown,private,public,standard,no,synthetic,25.81,5.3269151069508185,0
DEAL000644,2017-08-05,2018-01-27,Target_000644,Acquirer_003411,129.9,Technology,Software,Germany,US,withdrawn,unknown,public,public,standard,yes,synthetic,21.34,2.9972811234508585,0
DEAL000645,2017-10-24,2018-04-15,Target_000645,Acquirer_003186,80.2,Consumer,Food & Beverage,US,US,completed,stock,public,public,none,no,synthetic,18.68,3.3134795600060274,1
DEAL000646,2020-01-08,2020-08-18,Target_000646,Acquirer_002640,200.2,Healthcare,Medical Devices,India,US,cancelled,unknown,public,private,standard,no,synthetic,34.2,2.4950524020703746,0
DEAL000647,1996-12-10,1997-04-28,Target_000647,Acquirer_003715,30.2,Healthcare,Medical Devices,China,Australia,completed,mixed,private,public,none,no,synthetic,19.03,5.765454419975198,1
DEAL000648,2005-08-06,2005-12-21,Target_000648,Acquirer_001476,642.6,Industrials,Aerospace & Defense,US,Japan,failed,mixed,public,private,standard,yes,synthetic,23.05,4.526326645016223,0
DEAL000649,2004-09-23,2005-02-16,Target_000649,Acquirer_004098,37.7,Healthcare,Medical Devices,China,Canada,terminated,cash,public,private,standard,no,synthetic,18.54,4.920124188045012,0
DEAL000650,2006-12-15,2007-07-15,Target_000650,Acquirer_004833,95.0,Materials,Construction Materials,Australia,US,completed,unknown,public,public,standard,yes,synthetic,22.35,4.96854278997925,1
DEAL000651,2023-02-09,2023-08-26,Target_000651,Acquirer_000027,328.2,Materials,Construction Materials,US,Australia,completed,mixed,private,public,none,yes,synthetic,16.12,6.829677094910567,1
DEAL000652,2020-08-08,2021-02-06,Target_000652,Acquirer_001101,148.1,Energy,Oil & Gas,Canada,US,completed,cash,public,private,standard,no,synthetic,24.85,2.932020300877456,1
DEAL000653,2012-10-06,2013-01-07,Target_000653,Acquirer_003992,38.4,Consumer,Media,UK,Canada,failed,cash,public,public,standard,yes,synthetic,17.38,4.660433686602728,0
DEAL000654,1997-11-04,1998-06-13,Target_000654,Acquirer_004699,898.0,Healthcare,Biotech,US,China,completed,cash,public,private,none,no,synthetic,22.06,5.7528738004054745,1
DEAL000655,2004-05-20,2004-11-10,Target_000655,Acquirer_003216,121.0,Energy,Renewables,UK,India,withdrawn,mixed,private,public,standard,no,synthetic,17.83,4.758309432750538,0
DEAL000656,2024-05-25,2025-01-19,Target_000656,Acquirer_001223,170.3,Consumer,Retail,Germany,China,completed,mixed,public,public,none,no,synthetic,16.43,9.0,1
DEAL000657,2021-04-02,2021-07-09,Target_000657,Acquirer_002723,64.9,Financials,Asset Management,China,UK,completed,mixed,public,public,standard,no,synthetic,20.65,2.4771133124180564,1
DEAL000658,1999-05-27,1999-08-18,Target_000658,Acquirer_001877,1490.5,Energy,Oil & Gas,France,France,withdrawn,cash,private,public,standard,yes,synthetic,17.82,5.9790032957992265,0
DEAL000659,2005-06-10,2006-02-20,Target_000659,Acquirer_003656,127.5,Technology,IT Services,France,US,completed,cash,private,public,standard,yes,synthetic,18.26,5.258741091461949,1
DEAL000660,2005-10-19,2006-06-11,Target_000660,Acquirer_000026,451.1,Materials,Metals & Mining,US,Japan,completed,cash,private,private,standard,no,synthetic,13.74,4.813058824737154,1
DEAL000661,2003-11-11,2004-03-21,Target_000661,Acquirer_003553,1175.5,Consumer,Retail,US,India,cancelled,mixed,public,public,standard,unknown,synthetic,22.09,5.602516142467882,0
DEAL000662,2024-07-11,2024-11-07,Target_000662,Acquirer_000180,240.3,Consumer,Food & Beverage,UK,US,cancelled,cash,private,public,standard,yes,synthetic,22.68,9.0,0
