deal_id,announcement_date,resolution_date,target_name,acquirer_name,deal_value_musd,industry,sector,target_country,acquirer_country,deal_status,payment_method,target_public,acquirer_public,regulatory_review,rumor_or_leak,source_notes,market_volatility_proxy,interest_rate_proxy,deal_completed,election_year,new_president_year,months_to_election,months_after_election,transition_year,deal_value_missing,deal_value_log,time_to_close_or_cancel,cross_border_deal,public_target,public_acquirer,rumor_or_leak_indicator,antitrust_risk_proxy
DEAL001540,2017-02-26,2017-09-06,Target_001540,Acquirer_003433,115.4,Financials,Fintech,UK,Australia,completed,cash,public,public,standard,no,synthetic,19.9,3.507784057035614,1,0,1,0.0,3.0,1,0,4.757032535297338,192,1,1,1,0,0.4
DEAL001541,1996-12-06,1997-04-18,Target_001541,Acquirer_004220,8.8,Consumer,Telecom,Japan,Canada,withdrawn,mixed,public,public,standard,no,synthetic,14.68,6.20083561227838,0,1,0,0.0,1.0,1,0,2.2823823856765264,133,1,1,1,0,0.65
DEAL001542,2012-08-17,2012-12-09,Target_001542,Acquirer_000091,85.4,Energy,Renewables,Germany,Germany,completed,cash,public,public,none,unknown,synthetic,19.27,3.877201367141633,1,1,0,3.0,0.0,1,0,4.45898767581001,114,0,1,1,0,0.0
DEAL001543,2024-01-02,2024-03-27,Target_001543,Acquirer_003898,300.9,Technology,Semiconductors,Australia,US,failed,stock,private,private,standard,yes,synthetic,17.32,9.0,0,1,0,10.0,0.0,0,0,5.710095836712793,85,1,0,0,1,0.65
DEAL001544,1999-12-02,2000-04-27,Target_001544,Acquirer_002233,1410.9,Financials,Asset Management,US,Germany,completed,mixed,private,public,none,no,synthetic,17.14,5.400289648144884,1,0,0,11.0,0.0,0,0,7.252691594015479,147,1,0,1,0,0.15
DEAL001545,2006-09-04,2007-04-28,Target_001545,Acquirer_004120,430.1,Materials,Construction Materials,US,Australia,completed,mixed,public,public,none,no,synthetic,17.43,4.857625029353892,1,0,0,0.0,22.0,0,0,6.066340081753089,236,1,1,1,0,0.15
DEAL001546,2020-01-06,2020-08-08,Target_001546,Acquirer_001021,78.4,Industrials,Transportation,Canada,India,withdrawn,mixed,private,public,standard,no,synthetic,27.82,3.0230565654034445,0,1,0,10.0,0.0,0,0,4.37449836825309,215,1,0,1,0,0.4
DEAL001547,2000-05-03,2000-07-24,Target_001547,Acquirer_001235,57.1,Energy,Utilities,US,China,completed,mixed,private,private,standard,no,synthetic,18.93,4.361267937075032,1,1,0,6.0,0.0,1,0,4.062165663857866,82,1,0,0,0,0.4
DEAL001548,2009-05-17,2009-11-19,Target_001548,Acquirer_002251,75.7,Financials,Insurance,France,US,terminated,unknown,private,public,standard,no,synthetic,25.25,3.681790496322732,0,0,1,0.0,6.0,1,0,4.33990170837321,186,1,0,1,0,0.4
DEAL001549,2008-10-05,2009-04-19,Target_001549,Acquirer_004923,482.9,Financials,Fintech,UK,US,cancelled,mixed,private,public,standard,no,synthetic,32.66,3.849261538036454,0,1,0,1.0,0.0,1,0,6.181878273799273,196,1,0,1,0,0.4
DEAL001550,2011-11-21,2012-07-02,Target_001550,Acquirer_002031,113.3,Consumer,Retail,US,France,completed,cash,public,public,standard,no,synthetic,18.6,3.860212108161252,1,0,0,12.0,0.0,0,0,4.738826570800765,224,1,1,1,0,0.4
DEAL001551,2010-04-16,2010-11-16,Target_001551,Acquirer_002562,482.5,Consumer,Food & Beverage,Japan,Germany,withdrawn,cash,public,public,standard,yes,synthetic,15.93,4.6438298726048926,0,0,0,0.0,17.0,0,0,6.181051314893349,214,1,1,1,1,0.4
DEAL001552,1997-07-14,1998-01-28,Target_001552,Acquirer_001779,1619.2,Financials,Fintech,US,US,completed,cash,private,public,standard,no,synthetic,19.13,5.902134042095923,1,0,1,0.0,8.0,0,0,7.390304877396391,198,0,0,1,0,0.25
DEAL001553,2015-05-11,2015-12-21,Target_001553,Acquirer_001754,307.6,Industrials,Machinery,China,US,completed,mixed,public,public,standard,yes,synthetic,17.24,3.851055083532116,1,0,0,18.0,0.0,0,0,5.73204593992906,224,1,1,1,1,0.4
DEAL001554,2014-02-04,2014-09-07,Target_001554,Acquirer_004732,861.9,Industrials,Transportation,Canada,China,completed,cash,private,public,standard,no,synthetic,20.1,3.717948068735835,1,0,0,0.0,15.0,0,0,6.7602988095142615,215,1,0,1,0,0.4
DEAL001555,2016-02-16,2016-09-24,Target_001555,Acquirer_001363,221.2,Financials,Banks,France,China,completed,cash,private,public,standard,no,synthetic,15.41,3.480707767732712,1,1,0,9.0,0.0,0,1,5.40357787720553,221,1,0,1,0,0.65
DEAL001556,2001-06-24,2002-01-07,Target_001556,Acquirer_004187,118.6,Technology,Semiconductors,UK,US,completed,stock,public,public,standard,no,synthetic,27.13,5.357784277764979,1,0,1,0.0,7.0,0,0,4.784152841516532,197,1,1,1,0,0.65
DEAL001557,2021-09-27,2022-03-15,Target_001557,Acquirer_002409,81.1,Financials,Fintech,UK,Australia,cancelled,cash,public,public,standard,no,synthetic,12.88,2.1881598771115103,0,0,1,0.0,10.0,0,0,4.407938016458383,169,1,1,1,0,0.4
DEAL001558,2007-10-16,2008-05-26,Target_001558,Acquirer_004104,475.9,Energy,Oil & Gas,Australia,India,completed,cash,public,public,standard,no,synthetic,22.6,4.783328781166372,1,0,0,13.0,0.0,0,0,6.167306825304179,223,1,1,1,0,0.65
DEAL001559,2013-03-24,2013-11-02,Target_001559,Acquirer_003857,111.2,Technology,Hardware,India,Canada,completed,cash,public,public,standard,no,synthetic,16.5,4.186772785408498,1,0,1,0.0,4.0,1,0,4.720282993088596,223,1,1,1,0,0.4
DEAL001560,2018-05-25,2018-08-31,Target_001560,Acquirer_003616,1398.1,Consumer,Food & Beverage,US,UK,completed,unknown,private,private,none,no,synthetic,20.77,3.1878700832304387,1,0,0,0.0,18.0,0,0,7.24358445173924,98,1,0,0,0,0.15
DEAL001561,2003-05-07,2003-10-26,Target_001561,Acquirer_004822,481.0,Financials,Asset Management,Australia,India,completed,cash,public,public,none,no,synthetic,23.95,5.840415010329852,1,0,0,18.0,0.0,0,0,6.1779441140506,172,1,1,1,0,0.15
DEAL001562,1999-07-25,2000-01-20,Target_001562,Acquirer_000316,83.4,Financials,Asset Management,UK,Australia,completed,stock,public,public,standard,no,synthetic,21.15,6.121936924138336,1,0,0,16.0,0.0,0,0,4.4355674016019115,179,1,1,1,0,0.4
DEAL001563,2003-12-23,2004-06-18,Target_001563,Acquirer_001178,13.4,Materials,Chemicals,China,US,completed,stock,public,public,standard,no,synthetic,15.64,5.299531204259191,1,0,0,11.0,0.0,0,0,2.667228206581955,178,1,1,1,0,0.4
DEAL001564,2019-03-19,2019-08-16,Target_001564,Acquirer_001729,458.4,Financials,Insurance,China,UK,failed,cash,private,public,standard,no,synthetic,16.79,3.6725467885676575,0,0,0,20.0,0.0,0,0,6.129921290254998,150,1,0,1,0,0.4
DEAL001565,1997-05-30,1997-10-14,Target_001565,Acquirer_002524,76.6,Energy,Oil & Gas,Germany,US,withdrawn,cash,private,public,standard,no,synthetic,12.62,5.570774541107685,0,0,1,0.0,6.0,1,0,4.351567427189173,137,1,0,1,0,0.65
DEAL001566,1997-03-08,1997-12-25,Target_001566,Acquirer_001953,189.9,Technology,Software,France,Japan,completed,unknown,public,public,standard,no,synthetic,16.61,5.63106616281315,1,0,1,0.0,4.0,1,0,5.251749730731702,292,1,1,1,0,0.4
DEAL001567,2018-01-14,2018-09-06,Target_001567,Acquirer_004139,187.4,Consumer,Retail,US,Germany,withdrawn,mixed,public,public,standard,no,synthetic,17.4,3.158511787202955,0,0,0,0.0,14.0,0,0,5.238567362142263,235,1,1,1,0,0.4
DEAL001568,1997-07-25,1998-04-12,Target_001568,Acquirer_000188,1703.8,Healthcare,Pharmaceuticals,US,UK,completed,stock,public,public,standard,no,synthetic,16.41,5.597201750179771,1,0,1,0.0,8.0,0,0,7.441203080784407,261,1,1,1,0,0.65
DEAL001569,2011-06-28,2011-12-01,Target_001569,Acquirer_000215,482.5,Materials,Metals & Mining,Canada,US,completed,cash,public,public,standard,no,synthetic,17.53,3.340828337817032,1,0,0,17.0,0.0,0,0,6.181051314893349,156,1,1,1,0,0.4
DEAL001570,2009-05-06,2009-12-15,Target_001570,Acquirer_000031,92.6,Industrials,Aerospace & Defense,Japan,China,completed,unknown,public,public,standard,unknown,synthetic,22.65,4.513685918727141,1,0,1,0.0,6.0,1,0,4.539030383483547,223,1,1,1,0,0.65
DEAL001571,2009-03-22,2009-10-30,Target_001571,Acquirer_003101,105.3,Healthcare,Health Services,Germany,US,completed,cash,public,public,standard,no,synthetic,28.49,4.870209716245677,1,0,1,0.0,4.0,1,0,4.666265285347902,222,1,1,1,0,0.65
DEAL001572,2001-01-01,2001-06-29,Target_001572,Acquirer_002576,35.0,Industrials,Machinery,Australia,Japan,cancelled,mixed,public,public,standard,no,synthetic,24.6,4.97213019602738,0,0,1,0.0,2.0,1,0,3.58351893845611,179,1,1,1,0,0.4
DEAL001573,2014-02-02,2014-06-29,Target_001573,Acquirer_002221,484.8,Materials,Chemicals,US,US,completed,cash,private,public,none,no,synthetic,17.38,3.68089527320683,1,0,0,0.0,15.0,0,0,6.185797016568072,147,0,0,1,0,0.0
DEAL001574,2017-08-08,2018-01-01,Target_001574,Acquirer_004907,139.6,Industrials,Transportation,US,US,completed,cash,public,public,none,no,synthetic,24.0,3.73025768054429,1,0,1,0.0,9.0,0,0,4.9459189793765646,146,0,1,1,0,0.0
DEAL001575,2001-07-05,2002-04-28,Target_001575,Acquirer_002278,99.8,Consumer,Food & Beverage,US,Australia,completed,mixed,public,private,standard,no,synthetic,27.14,4.770468090914219,1,0,1,0.0,8.0,0,0,4.613138355637268,297,1,1,0,0,0.4
DEAL001576,2003-09-25,2004-04-03,Target_001576,Acquirer_001249,61.6,Materials,Chemicals,Japan,US,completed,cash,private,private,standard,yes,synthetic,20.66,5.478401801493638,1,0,0,14.0,0.0,0,0,4.136765278106052,191,1,0,0,1,0.4
DEAL001577,1999-03-14,1999-07-27,Target_001577,Acquirer_002281,349.3,Materials,Metals & Mining,India,Japan,completed,stock,public,public,none,no,synthetic,17.89,5.85741741751443,1,0,0,20.0,0.0,0,0,5.858789930203441,135,1,1,1,0,0.15
DEAL001578,2001-11-03,2002-07-15,Target_001578,Acquirer_002169,42.1,Technology,Semiconductors,US,US,failed,stock,public,public,standard,yes,synthetic,28.03,5.446852011480135,0,0,1,0.0,12.0,0,0,3.763522997109702,254,0,1,1,1,0.5
DEAL001579,2001-12-23,2002-09-15,Target_001579,Acquirer_000596,614.0,Industrials,Transportation,Canada,Australia,completed,unknown,public,public,standard,no,synthetic,29.18,5.550470623351637,1,0,1,0.0,13.0,0,0,6.421622267806518,266,1,1,1,0,0.4
DEAL001580,2010-05-14,2010-11-06,Target_001580,Acquirer_003115,197.0,Energy,Renewables,Australia,UK,terminated,stock,private,private,standard,no,synthetic,18.83,4.23536469335613,0,0,0,0.0,18.0,0,0,5.288267030694535,176,1,0,0,0,0.4
DEAL001581,1997-01-16,1997-06-09,Target_001581,Acquirer_004286,86.8,Financials,Asset Management,Japan,Canada,cancelled,stock,public,public,standard,no,synthetic,20.25,5.837574922894143,0,0,1,0.0,2.0,1,0,4.475061500641071,144,1,1,1,0,0.4
DEAL001582,2014-04-23,2015-02-20,Target_001582,Acquirer_001463,973.3,Financials,Banks,US,India,failed,mixed,public,public,standard,no,synthetic,17.95,4.610801082282231,0,0,0,0.0,17.0,0,0,6.881719264431296,303,1,1,1,0,0.65
DEAL001583,2021-02-10,2021-09-04,Target_001583,Acquirer_002355,10.3,Industrials,Transportation,US,US,completed,cash,public,public,none,yes,synthetic,23.57,3.233776943974572,1,0,1,0.0,3.0,1,0,2.424802725718295,206,0,1,1,1,0.0
DEAL001584,1998-06-06,1998-11-26,Target_001584,Acquirer_003118,221.2,Industrials,Transportation,US,Germany,completed,stock,public,public,standard,no,synthetic,17.36,5.328958736910988,1,0,0,0.0,19.0,0,1,5.40357787720553,173,1,1,1,0,0.4
DEAL001585,2004-10-13,2005-07-23,Target_001585,Acquirer_002982,104.4,Industrials,Machinery,Germany,Canada,completed,cash,public,public,standard,no,synthetic,21.2,5.6042924378414405,1,1,0,1.0,0.0,1,0,4.657762636107262,283,1,1,1,0,0.4
DEAL001586,2018-04-20,2018-09-27,Target_001586,Acquirer_002997,207.3,Consumer,Media,US,Australia,withdrawn,mixed,public,public,standard,no,synthetic,19.57,3.006042351163227,0,0,0,0.0,17.0,0,0,5.3389793482669266,160,1,1,1,0,0.4
DEAL001587,2008-02-24,2008-05-16,Target_001587,Acquirer_001329,465.7,Consumer,Media,India,US,terminated,mixed,public,public,standard,no,synthetic,28.07,5.141680487706161,0,1,0,9.0,0.0,0,0,6.14568665295577,82,1,1,1,0,0.4
DEAL001588,2019-12-17,2020-11-05,Target_001588,Acquirer_002901,283.7,Healthcare,Pharmaceuticals,US,China,completed,mixed,private,public,standard,yes,synthetic,25.5,2.275797859143156,1,0,0,11.0,0.0,0,0,5.651435994283992,324,1,0,1,1,0.65
DEAL001589,2015-12-13,2016-08-23,Target_001589,Acquirer_002693,385.4,Industrials,Transportation,Canada,France,completed,stock,private,public,standard,no,synthetic,14.92,3.04339333967996,1,0,0,11.0,0.0,0,0,5.9568731023383625,254,1,0,1,0,0.4
DEAL001590,2014-05-04,2014-06-17,Target_001590,Acquirer_001040,221.2,Industrials,Transportation,US,US,completed,unknown,public,public,none,no,synthetic,17.22,3.007518122111976,1,0,0,0.0,18.0,0,1,5.40357787720553,44,0,1,1,0,0.0
DEAL001591,2011-11-10,2012-05-27,Target_001591,Acquirer_000692,40.8,Financials,Insurance,China,Australia,completed,mixed,public,public,standard,no,synthetic,23.76,3.800116840343545,1,0,0,12.0,0.0,0,0,3.7328963395307104,199,1,1,1,0,0.4
DEAL001592,1999-04-27,1999-09-11,Target_001592,Acquirer_000824,27.6,Technology,Semiconductors,Japan,Australia,withdrawn,mixed,private,public,standard,no,synthetic,16.94,5.749588343815227,0,0,0,19.0,0.0,0,0,3.353406717825807,137,1,0,1,0,0.65
DEAL001593,2003-12-04,2004-08-26,Target_001593,Acquirer_002606,453.8,Energy,Oil & Gas,India,US,completed,unknown,public,public,standard,yes,synthetic,16.51,4.6768705208843215,1,0,0,11.0,0.0,0,0,6.119857761876381,266,1,1,1,1,0.65
DEAL001594,2023-07-05,2024-03-02,Target_001594,Acquirer_001507,105.6,Financials,Fintech,China,US,completed,unknown,public,private,none,no,synthetic,18.72,7.599076782142411,1,0,0,16.0,0.0,0,0,4.669083511731744,241,1,1,0,0,0.15
DEAL001595,2008-11-04,2009-05-09,Target_001595,Acquirer_000950,73.2,Financials,Banks,China,US,withdrawn,mixed,public,public,standard,no,synthetic,28.0,4.307049343267135,0,1,0,0.0,0.0,1,0,4.3067641501733345,186,1,1,1,0,0.65
DEAL001596,2018-11-16,2019-03-05,Target_001596,Acquirer_001369,138.7,Healthcare,Medical Devices,Japan,China,withdrawn,cash,private,public,none,unknown,synthetic,17.65,3.5659036735896006,0,0,0,0.0,24.0,0,0,4.939497266262916,109,1,0,1,0,0.15
DEAL001597,2024-05-20,2024-10-06,Target_001597,Acquirer_004979,960.3,Industrials,Aerospace & Defense,US,UK,cancelled,stock,private,public,standard,no,synthetic,18.45,9.0,0,1,0,6.0,0.0,1,0,6.86828653507177,139,1,0,1,0,0.65
DEAL001598,2019-08-15,2019-10-18,Target_001598,Acquirer_001473,493.3,Energy,Renewables,Germany,Germany,failed,mixed,public,public,standard,no,synthetic,25.59,3.341069137022682,0,0,0,15.0,0.0,0,0,6.203142620312914,64,0,1,1,0,0.25
DEAL001599,2002-04-10,2002-12-16,Target_001599,Acquirer_000148,174.9,Technology,Semiconductors,UK,US,completed,mixed,public,public,standard,no,synthetic,25.97,4.830231671548114,1,0,0,0.0,17.0,0,0,5.169915651743512,250,1,1,1,0,0.65
DEAL001600,2000-10-04,2001-05-13,Target_001600,Acquirer_000233,221.2,Industrials,Aerospace & Defense,Canada,India,withdrawn,cash,public,public,extended,yes,synthetic,19.96,5.634751439582951,0,1,0,1.0,0.0,1,1,5.40357787720553,221,1,1,1,1,0.9
DEAL001601,2015-09-30,2016-03-12,Target_001601,Acquirer_002997,221.2,Energy,Utilities,Australia,Canada,withdrawn,cash,public,public,standard,no,synthetic,12.78,3.735491197518004,0,0,0,14.0,0.0,0,1,5.40357787720553,164,1,1,1,0,0.4
DEAL001602,2008-04-18,2008-10-27,Target_001602,Acquirer_001980,360.9,Consumer,Media,India,France,completed,mixed,private,private,none,no,synthetic,27.12,4.3550959003986325,1,1,0,7.0,0.0,0,0,5.891367930569697,192,1,0,0,0,0.15
DEAL001603,2001-11-05,2002-07-01,Target_001603,Acquirer_004334,83.1,Materials,Construction Materials,US,UK,completed,mixed,private,public,none,no,synthetic,20.19,5.388798274978943,1,0,1,0.0,12.0,0,0,4.432006566978902,238,1,0,1,0,0.15
DEAL001604,1997-07-07,1997-10-05,Target_001604,Acquirer_000765,906.0,Industrials,Transportation,UK,France,withdrawn,stock,public,public,standard,no,synthetic,17.78,6.129163925256716,0,0,1,0.0,8.0,0,0,6.810142450115136,90,1,1,1,0,0.4
DEAL001605,1999-09-23,2000-02-26,Target_001605,Acquirer_001152,221.2,Healthcare,Pharmaceuticals,Australia,China,withdrawn,mixed,private,public,standard,no,synthetic,21.63,6.495213665318769,0,0,0,14.0,0.0,0,1,5.40357787720553,156,1,0,1,0,0.65
DEAL001606,2022-09-17,2023-04-24,Target_001606,Acquirer_004045,1331.1,Healthcare,Medical Devices,Canada,France,completed,stock,public,public,standard,no,synthetic,18.42,4.384472426614899,1,0,0,0.0,22.0,0,0,7.194511923357417,219,1,1,1,0,0.4
DEAL001607,2003-07-15,2004-04-12,Target_001607,Acquirer_002430,427.8,Industrials,Transportation,China,US,completed,stock,public,public,standard,no,synthetic,15.67,5.004265696882198,1,0,0,16.0,0.0,0,0,6.060990609756592,272,1,1,1,0,0.4
DEAL001608,2002-03-20,2002-10-25,Target_001608,Acquirer_003050,290.2,Healthcare,Biotech,China,US,completed,cash,public,public,standard,no,synthetic,24.75,5.43738539226455,1,0,0,0.0,16.0,0,0,5.674010316322531,219,1,1,1,0,0.4
DEAL001609,2016-07-03,2017-04-05,Target_001609,Acquirer_004082,128.5,Healthcare,Pharmaceuticals,Canada,US,completed,stock,private,public,standard,no,synthetic,22.68,3.1439971214350737,1,1,0,4.0,0.0,1,0,4.863680881139593,276,1,0,1,0,0.65
DEAL001610,1996-12-22,1997-07-21,Target_001610,Acquirer_000685,245.8,Consumer,Media,US,India,completed,cash,private,public,standard,no,synthetic,15.43,6.175552253969478,1,1,0,0.0,1.0,1,0,5.508578292031233,211,1,0,1,0,0.4
DEAL001611,2000-09-07,2001-05-05,Target_001611,Acquirer_003283,64.6,Industrials,Transportation,Japan,US,completed,mixed,public,private,standard,yes,synthetic,24.34,5.841360379890742,1,1,0,2.0,0.0,1,0,4.183575695950044,240,1,1,0,1,0.4
DEAL001612,2022-05-08,2023-02-26,Target_001612,Acquirer_001515,557.3,Healthcare,Biotech,US,Australia,completed,cash,private,public,standard,unknown,synthetic,15.24,4.438812431685808,1,0,0,0.0,18.0,0,0,6.324896452316315,294,1,0,1,0,0.4
DEAL001613,2023-04-20,2023-10-05,Target_001613,Acquirer_001312,230.6,Consumer,Telecom,US,US,withdrawn,unknown,public,public,standard,no,synthetic,18.98,7.809532180241712,0,0,0,19.0,0.0,0,0,5.4450117456988405,168,0,1,1,0,0.5
DEAL001614,2015-03-12,2015-09-10,Target_001614,Acquirer_001049,265.0,Consumer,Food & Beverage,Germany,UK,completed,cash,private,private,standard,no,synthetic,20.63,3.4470992438341623,1,0,0,20.0,0.0,0,0,5.583496308781699,182,1,0,0,0,0.4
DEAL001615,2012-09-11,2013-04-28,Target_001615,Acquirer_001253,854.4,Materials,Chemicals,US,India,completed,cash,private,public,none,yes,synthetic,20.9,4.635842238317231,1,1,0,2.0,0.0,1,0,6.751569195792809,229,1,0,1,1,0.15
DEAL001616,2004-11-07,2005-02-23,Target_001616,Acquirer_001095,173.2,Technology,Software,China,US,cancelled,mixed,private,public,standard,no,synthetic,22.77,5.7189262687328295,0,1,0,0.0,0.0,1,0,5.160204064418402,108,1,0,1,0,0.4
DEAL001617,2013-12-12,2014-03-24,Target_001617,Acquirer_002600,7.4,Industrials,Machinery,US,India,failed,stock,private,public,none,yes,synthetic,17.83,3.45855778860978,0,0,1,0.0,13.0,0,0,2.128231705849268,102,1,0,1,1,0.15
DEAL001618,2017-07-19,2018-02-15,Target_001618,Acquirer_004592,471.9,Industrials,Machinery,Germany,India,completed,mixed,public,public,standard,no,synthetic,17.0,3.0754341322872474,1,0,1,0.0,8.0,0,0,6.15888394964983,211,1,1,1,0,0.4
DEAL001619,2003-05-09,2003-08-13,Target_001619,Acquirer_000267,221.2,Healthcare,Biotech,UK,China,withdrawn,cash,public,private,standard,yes,synthetic,19.49,5.670208960052375,0,0,0,18.0,0.0,0,1,5.40357787720553,96,1,1,0,1,0.4
DEAL001620,2011-12-25,2012-08-26,Target_001620,Acquirer_001428,3133.3,Healthcare,Health Services,India,US,completed,cash,public,public,standard,no,synthetic,17.55,4.043850999575128,1,0,0,11.0,0.0,0,0,8.050161142648662,245,1,1,1,0,0.75
DEAL001621,2000-05-24,2000-09-16,Target_001621,Acquirer_004390,221.2,Technology,Software,Japan,India,withdrawn,mixed,private,private,standard,no,synthetic,23.62,5.326634983748058,0,1,0,6.0,0.0,1,1,5.40357787720553,115,1,0,0,0,0.4
DEAL001622,2016-02-25,2016-09-18,Target_001622,Acquirer_000648,61.1,Materials,Chemicals,Australia,Germany,completed,mixed,public,public,standard,no,synthetic,20.06,3.540617309960283,1,1,0,9.0,0.0,0,0,4.128745988939433,206,1,1,1,0,0.4
DEAL001623,2021-09-16,2022-04-27,Target_001623,Acquirer_002653,763.3,Materials,Construction Materials,China,Australia,completed,cash,public,public,standard,yes,synthetic,17.27,2.57357765361873,1,0,1,0.0,10.0,0,0,6.638960382248839,223,1,1,1,1,0.4
DEAL001624,2020-03-10,2020-07-02,Target_001624,Acquirer_004361,293.0,Materials,Construction Materials,Germany,Australia,cancelled,cash,public,private,none,no,synthetic,28.22,2.762169591087293,0,1,0,8.0,0.0,0,0,5.683579767338681,114,1,1,0,0,0.15
DEAL001625,2010-04-15,2010-09-01,Target_001625,Acquirer_000791,250.9,Materials,Chemicals,Australia,Japan,failed,mixed,public,public,standard,yes,synthetic,22.68,4.6401184428382765,0,0,0,0.0,17.0,0,0,5.529032183358565,139,1,1,1,1,0.4
DEAL001626,2016-05-26,2017-04-05,Target_001626,Acquirer_000200,83.2,Financials,Banks,US,UK,completed,cash,public,public,standard,unknown,synthetic,16.4,3.7495427162065824,1,1,0,6.0,0.0,1,0,4.4331949212482815,314,1,1,1,0,0.65
DEAL001627,2000-03-26,2000-09-29,Target_001627,Acquirer_003535,221.2,Financials,Asset Management,Canada,India,completed,cash,public,public,none,no,synthetic,19.01,4.86158568051162,1,1,0,8.0,0.0,0,1,5.40357787720553,187,1,1,1,0,0.15
DEAL001628,2012-05-17,2012-10-26,Target_001628,Acquirer_000540,257.7,Consumer,Media,US,UK,completed,cash,private,public,none,no,synthetic,21.62,4.144709752198021,1,1,0,6.0,0.0,1,0,5.5556690891919835,162,1,0,1,0,0.15
DEAL001629,2003-05-02,2003-10-25,Target_001629,Acquirer_004271,75.8,Energy,Renewables,Germany,US,cancelled,cash,public,public,standard,no,synthetic,17.82,5.85821282688994,0,0,0,18.0,0.0,0,0,4.341204640153626,176,1,1,1,0,0.4
DEAL001630,2020-02-07,2020-09-28,Target_001630,Acquirer_002117,171.2,Materials,Chemicals,US,France,completed,unknown,private,private,none,unknown,synthetic,30.89,3.36096294798648,1,1,0,9.0,0.0,0,0,5.14865659199363,234,1,0,0,0,0.15
DEAL001631,1999-09-02,2000-05-22,Target_001631,Acquirer_003232,928.7,Healthcare,Biotech,UK,Canada,completed,mixed,public,public,standard,yes,synthetic,16.81,5.757983706662215,1,0,0,14.0,0.0,0,0,6.834861953461813,263,1,1,1,1,0.4
DEAL001632,2007-05-08,2008-04-23,Target_001632,Acquirer_000398,495.3,Healthcare,Pharmaceuticals,China,US,completed,cash,public,public,standard,unknown,synthetic,21.69,4.479720884133396,1,0,0,18.0,0.0,0,0,6.207180582593395,351,1,1,1,0,0.65
DEAL001633,2011-08-19,2012-04-18,Target_001633,Acquirer_003985,89.4,Energy,Utilities,France,China,completed,cash,private,public,standard,no,synthetic,15.78,3.893611359678602,1,0,0,15.0,0.0,0,0,4.504244267398131,243,1,0,1,0,0.4
DEAL001634,1997-08-14,1998-05-14,Target_001634,Acquirer_000401,4076.0,Consumer,Media,Canada,China,completed,unknown,private,public,standard,no,synthetic,19.8,6.063972221447391,1,0,1,0.0,9.0,0,0,8.313116702819253,273,1,0,1,0,0.5
DEAL001635,2023-11-11,2024-04-07,Target_001635,Acquirer_000779,71.7,Technology,IT Services,India,China,terminated,unknown,private,private,standard,yes,synthetic,18.86,7.587819109975738,0,0,0,12.0,0.0,0,0,4.286341384539473,148,1,0,0,1,0.4
DEAL001636,2021-12-08,2022-06-08,Target_001636,Acquirer_003207,4.1,Energy,Utilities,Australia,Australia,completed,mixed,private,public,standard,no,synthetic,17.2,2.3611629014386533,1,0,1,0.0,13.0,0,0,1.62924053973028,182,0,0,1,0,0.25
DEAL001637,2006-03-31,2006-12-31,Target_001637,Acquirer_004239,219.5,Healthcare,Pharmaceuticals,UK,Japan,completed,cash,public,public,standard,yes,synthetic,18.46,4.935912167205538,1,0,0,0.0,16.0,0,0,5.395897694886901,275,1,1,1,1,0.65
DEAL001638,2004-05-12,2004-10-14,Target_001638,Acquirer_000177,289.7,Healthcare,Medical Devices,UK,UK,terminated,cash,public,public,standard,yes,synthetic,22.11,5.173438983620025,0,1,0,6.0,0.0,1,0,5.6722918075648305,155,0,1,1,1,0.25
DEAL001639,2019-05-18,2019-12-14,Target_001639,Acquirer_001650,16.6,Technology,Software,US,France,completed,unknown,public,public,standard,no,synthetic,21.28,3.0450994833598366,1,0,0,18.0,0.0,0,0,2.8678989020441064,210,1,1,1,0,0.4
DEAL001640,2013-03-12,2013-08-23,Target_001640,Acquirer_003020,92.9,Energy,Oil & Gas,India,US,withdrawn,mixed,private,private,standard,no,synthetic,19.36,3.708039056366423,0,0,1,0.0,4.0,1,0,4.542230386214217,164,1,0,0,0,0.65
DEAL001641,2023-07-21,2023-12-07,Target_001641,Acquirer_000342,151.8,Healthcare,Medical Devices,UK,China,completed,mixed,public,public,none,no,synthetic,18.68,8.030362573894827,1,0,0,16.0,0.0,0,0,5.02912987673242,139,1,1,1,0,0.15
DEAL001642,2019-09-16,2020-02-27,Target_001642,Acquirer_004035,96.6,Energy,Oil & Gas,Japan,India,completed,unknown,private,private,standard,no,synthetic,26.84,2.781018689478389,1,0,0,14.0,0.0,0,0,4.580877493419047,164,1,0,0,0,0.65
DEAL001643,2020-08-29,2021-06-24,Target_001643,Acquirer_002302,77.8,Industrials,Aerospace & Defense,France,US,completed,cash,public,public,standard,yes,synthetic,26.3,3.2663988927531267,1,1,0,3.0,0.0,1,0,4.366912996863833,299,1,1,1,1,0.65
DEAL001644,2011-05-11,2011-10-02,Target_001644,Acquirer_002815,95.9,Energy,Renewables,France,France,completed,mixed,private,public,standard,no,synthetic,17.45,3.729263714872531,1,0,0,18.0,0.0,0,0,4.5736795188967205,144,0,0,1,0,0.25
DEAL001645,2021-09-26,2022-05-28,Target_001645,Acquirer_003069,908.3,Energy,Renewables,India,India,completed,unknown,public,public,standard,no,synthetic,13.45,2.219847398970893,1,0,1,0.0,10.0,0,0,6.812675072731867,244,0,1,1,0,0.25
